PedersenCommit(ms),ShuffleAndProve(ms),SubsetCheck(ms)
0.21906599977228325,0.22629500017501414,0.20245599989721086
0.17365300027449848,0.19017200020243763,0.15371700010291534
0.1631629997973505,0.16938699991442263,0.19754599998123012
0.1944619998539565,0.20525400032056496,0.22004299989930587
0.168738999946072,0.208894000024884,0.17095900011554477
0.16845499976625433,0.15065900015542866,0.1559550000820309
0.14908599996488192,0.15478599971174845,0.12823099996239762
0.12708400026895106,0.12828099988837494,0.1276220000363537
0.12596099986694753,0.14086300006965757,0.1646850000724953
0.13745000023845932,0.13859799992133048,0.13479600011123694
0.13895799975216505,0.12121400004616589,0.1298119996135938
0.13596500002677203,0.13404099991021212,0.12200199989820248
0.11981800025751,0.12212499996167026,0.11997899991911254
0.12114099990867544,0.13039399982517352,0.12249600013092277
0.1232119998348935,0.12286100036362768,0.12134600001445506
0.12106800022593234,0.12225399996168562,0.12023099998259568
0.12153500028944109,0.12044799996147049,0.11826199988718145
0.11627499998212443,0.12033099983455031,0.11874700021508033
0.11625400020420784,0.12074799997208174,0.12099000014131889
0.1162399998975161,0.11875700010932633,0.11689099983414053
0.11863300005643396,0.11808299996118876,0.11575700000321376
0.12150900010965415,0.11721300006684032,0.11591800011956366
0.11574400014069397,0.11786300001404015,0.11676900021484471
0.11652000011963537,0.1188690002891235,0.11603799976001028
0.11625400020420784,0.1208879998557677,0.1175550000880321
0.11758900018321583,0.11721900000338792,0.11679999988700729
0.1146810000136611,0.11699700007739011,0.11616299980232725
0.11788599977080594,0.11868399997183587,0.11696199999278178
0.11545100005605491,0.1187259999824164,0.11680800025715143
0.11579800002436968,0.11838799991892301,0.11608100021476275
0.11827699972855044,0.11709599993992015,0.11708700003509875
0.11779000033129705,0.11812699995061848,0.11645999984466471
0.11721600003511412,0.29717600000367383,0.1460039998164575
0.22905500009073876,0.20161200018264935,0.18313000009584357
0.20141200002399273,0.26188099991486524,0.211787999887747
0.2600160000838514,0.23516900000686292,0.22881299992150161
0.1875830002973089,0.21802099990964052,0.17243100000996492
0.18111899998984882,0.20794900001419592,0.15737700005047373
0.14876299974275753,0.14457999986916548,0.13139500015313388
0.13522900007956196,0.12821700011045323,0.13327500028026407
0.12546299967652885,0.1340109997727268,0.12489700020523742
0.1250730001629563,0.12937700012116693,0.19913799997084425
0.13657699992108974,0.12807899975086912,0.14071799978410127
0.16147099995578174,0.15188699990176247,0.14712600022903644
0.1783699999577948,0.161989999924117,0.14624599998569465
0.15272600012394832,0.16133999997691717,0.15622599994458142
0.15215900020848494,0.14797699986957014,0.3002949997608084
0.30647599987787544,0.1926959998854727,0.1613550002730335
0.1564029998917249,0.1629349999348051,0.1575000001139415
0.1633679999031301,0.20030499990753015,0.14831500038781087
0.14768999972147867,0.16171899960681912,0.1415359997736232
0.14092499986873008,0.13674899992111023,0.1390949996675772
0.13759199964624713,0.1363050000691146,0.12115999970774283
0.12115899971831823,0.12320500036366866,0.12099499963369453
0.12201199979244848,0.17053600004146574,0.12410099998305668
0.12195399995107437,0.12644600019484642,0.11558699998204247
0.11747200005629566,0.11780200020439224,0.11783899981310242
0.1343929998256499,0.12085300022590673,0.17018299968185602
0.13973799968880485,0.14002700027049286,0.12567399971885607
0.12922600035381038,0.15373099995485973,0.12068900014128303
0.12211700004627346,0.12395900012052152,0.11969099978159647
0.12222600025779684,0.12160899996160879,0.15622199998688302
0.11722899989763391,0.1180199997179443,0.11680500028887764
0.11683999991873861,0.118726999971841,0.11734600002455409
0.1160030001301493,0.11890199994013528,0.1197189999402326
0.11669600007735426,0.11796600028901594,0.1189619997603586
0.11769999991884106,0.11884199966516462,0.11714400034179562
0.11665700003504753,0.1250770001206547,0.11743400000341353
0.11706299983416102,0.11935500015169964,0.17258400021091802
0.49468399993202183,0.21748299968749052,0.21846900017408188
0.18738600010692608,0.20071800008736318,0.2857909998965624
0.19902099984392407,0.19398299991735257,0.20716200015158392
0.2033389996540791,0.27394199969421607,0.1795369998944807
0.15726199990240275,0.1623130001462414,0.14876999966872972
0.16433600012533134,0.15024799995444482,0.14633600039815065
0.14291400020738365,0.139950000175304,0.1279620000786963
0.13451999984681606,0.12610800013135304,0.12299700028961524
0.1399709999532206,0.1406790001965419,0.13514699958250276
0.12511600016296143,0.13038399993092753,0.36977900026613497
0.2188440003010328,0.1712869998300448,0.16565900023124414
0.17136799988293205,0.15394299998661154,0.15780900002937415
0.14764399975319975,0.1513789998170978,0.14623400011259946
0.14923300022928743,0.14757000008103205,0.1413499999216583
0.2009919999181875,0.2896030000556493,0.19739300023502437
0.24981199976537027,0.1864999999270367,0.18272999977853033
0.17481399981988943,0.17447299978812225,0.172385000041686
0.1656290000937588,0.14729900021848152,0.138086999868392
0.12728000001516193,0.12986699994144146,0.12030700008835993
0.1239240000359132,0.13302299976203358,0.13077299990982283
0.11964299983446836,0.12109799990867032,0.12063400026818272
0.11971000003541121,0.12255000001459848,0.16163899999810383
0.2932400002464419,0.14570699977412005,0.1988889998756349
0.15400899974338245,0.1579469999342109,0.12812800014216918
0.12720399990939768,0.14124700010142988,0.12882500004707254
0.11676599979182356,0.11758999971789308,0.11762000031012576
0.1545670002087718,0.12109399995097192,0.12870799992015236
0.12550099972941098,0.13021299992033164,0.12079899988748366
0.11944200014113449,0.12355399985608528,0.18690800015974673
0.13264699964565807,0.17087300011553452,0.14831899989076192
0.12141200022597332,0.12156899992987746,0.12873399964519194
